h,latitude,longitude,frp,confidence,daynight
2025-12-25 11:23:00,25.16043,96.40253,3.26,n,D
2025-12-25 11:23:00,25.21578,97.47425,2.32,n,D
2025-12-25 11:24:00,28.67631,96.13103,17.59,n,D
2025-12-25 11:24:00,28.67767,96.13627,29.19,h,D
2025-12-25 11:24:00,28.68536,96.14099,29.19,n,D
2025-12-25 13:00:00,9.91686,78.31117,2.85,n,D
2025-12-25 13:00:00,9.9195,78.31189,8.41,h,D
2025-12-25 13:00:00,9.92248,78.31013,2.85,n,D
2025-12-25 13:00:00,10.30923,77.88446,2.24,n,D
2025-12-25 13:00:00,10.91369,79.36871,1.4,n,D
2025-12-25 13:01:00,11.67246,77.84374,4.56,n,D
2025-12-25 13:01:00,11.67484,77.8436,4.63,n,D
2025-12-25 13:01:00,12.4615,77.26254,4.62,n,D
2025-12-25 13:01:00,12.46738,77.26214,2.49,n,D
2025-12-25 13:01:00,12.66954,76.9589,5.65,n,D
2025-12-25 13:01:00,12.67101,76.95828,10.16,n,D
2025-12-25 13:01:00,12.67534,76.95766,5.65,n,D
2025-12-25 13:01:00,12.93192,75.943,3.18,n,D
2025-12-25 13:01:00,13.27873,76.18769,3.02,n,D
2025-12-25 13:01:00,13.68588,77.51221,1.59,n,D
2025-12-25 13:01:00,13.89371,76.63548,3.31,n,D
2025-12-25 13:01:00,13.90652,78.32613,2.75,n,D
2025-12-25 13:01:00,14.17048,75.8114,2.13,n,D
2025-12-25 13:01:00,14.21801,75.52689,6.68,n,D
2025-12-25 13:01:00,14.22012,75.52997,5.06,n,D
2025-12-25 13:01:00,14.2999,77.39809,5.23,n,D
2025-12-25 13:01:00,14.30538,77.39691,1.7,n,D
2025-12-25 13:01:00,14.36265,76.91175,3.72,n,D
2025-12-25 13:01:00,14.43828,78.17082,2.67,n,D
2025-12-25 13:01:00,14.43932,78.17233,3.59,n,D
2025-12-25 13:01:00,14.62795,77.8712,2.02,n,D
2025-12-25 13:01:00,16.41636,96.1151,2.45,n,D
2025-12-25 13:01:00,16.41669,95.37643,2.31,n,D
2025-12-25 13:01:00,16.41704,95.37945,2.31,n,D
2025-12-25 13:01:00,16.50496,95.13592,6.46,n,D
2025-12-25 13:01:00,16.56494,96.32413,2.89,n,D
2025-12-25 13:01:00,16.57071,96.32705,9.74,n,D
2025-12-25 13:01:00,16.59907,95.15829,3.23,n,D
2025-12-25 13:01:00,16.62757,96.11927,2.38,n,D
2025-12-25 13:01:00,16.74814,94.86654,4.02,n,D
2025-12-25 13:01:00,16.75534,94.8428,5.36,n,D
2025-12-25 13:01:00,16.76548,94.88741,4.79,n,D
2025-12-25 13:01:00,16.81764,94.99136,8.97,n,D
2025-12-25 13:01:00,16.81832,94.99712,13.51,n,D
2025-12-25 13:01:00,16.81885,94.99587,24.73,n,D
2025-12-25 13:01:00,16.94025,95.8716,4.37,n,D
2025-12-25 13:01:00,16.95346,95.94463,3.94,n,D
2025-12-25 13:01:00,17.04005,96.60243,3.01,n,D
2025-12-25 13:01:00,17.05181,96.20145,3.97,n,D
2025-12-25 13:01:00,17.0913,96.35907,5.02,n,D
2025-12-25 13:01:00,17.09307,96.3615,4.75,n,D
2025-12-25 13:01:00,17.21592,95.86701,3.16,n,D
2025-12-25 13:01:00,17.2302,95.05235,4.57,n,D
2025-12-25 13:02:00,14.79182,75.75212,3.25,n,D
2025-12-25 13:02:00,14.7924,75.75307,3.41,n,D
2025-12-25 13:02:00,15.0175,77.25854,1.82,n,D
2025-12-25 13:02:00,15.18247,76.66614,2.91,n,D
2025-12-25 13:02:00,15.18642,77.39217,3.92,n,D
2025-12-25 13:02:00,15.28818,79.41051,3.08,n,D
2025-12-25 13:02:00,15.32255,76.96882,3.89,n,D
2025-12-25 13:02:00,15.33117,76.98277,3.9,n,D
2025-12-25 13:02:00,15.33193,76.98656,4.25,n,D
2025-12-25 13:02:00,15.5032,76.65178,3.83,n,D
2025-12-25 13:02:00,15.55929,76.70992,2.59,n,D
2025-12-25 13:02:00,15.57457,76.72723,4.7,n,D
2025-12-25 13:02:00,15.59183,77.22945,2.35,n,D
2025-12-25 13:02:00,15.62756,77.57048,1.73,n,D
2025-12-25 13:02:00,15.77217,77.82923,1.26,n,D
2025-12-25 13:02:00,15.79787,76.36027,1.22,n,D
2025-12-25 13:02:00,15.84061,76.68564,3.92,n,D
2025-12-25 13:02:00,15.98423,76.77679,8.69,h,D
2025-12-25 13:02:00,15.98855,76.77548,16.33,h,D
2025-12-25 13:02:00,15.98977,76.7756,6.5,n,D
2025-12-25 13:02:00,15.99331,76.79823,1.79,n,D
2025-12-25 13:02:00,16.04649,76.69164,3.09,n,D
2025-12-25 13:02:00,16.05065,76.99325,2.52,n,D
2025-12-25 13:02:00,16.05098,76.9926,2.84,n,D
2025-12-25 13:02:00,16.05733,75.61362,4.45,n,D
2025-12-25 13:02:00,16.05827,75.61813,6.28,n,D
2025-12-25 13:02:00,16.05993,75.61604,7.73,n,D
2025-12-25 13:02:00,16.07465,76.94147,2.21,n,D
2025-12-25 13:02:00,16.09149,79.77511,6.61,n,D
2025-12-25 13:02:00,16.13128,76.83207,1.97,n,D
2025-12-25 13:02:00,16.1417,80.59602,2.88,n,D
2025-12-25 13:02:00,16.15798,76.98826,3.3,n,D
2025-12-25 13:02:00,16.15808,73.97393,4.16,n,D
2025-12-25 13:02:00,16.1583,76.98909,6.54,n,D
2025-12-25 13:02:00,16.15874,76.99193,3.3,n,D
2025-12-25 13:02:00,16.16253,73.97298,4.75,n,D
2025-12-25 13:02:00,16.16367,80.52052,3.24,n,D
2025-12-25 13:02:00,16.19012,80.44409,2.44,n,D
2025-12-25 13:02:00,16.20553,77.13651,1.57,n,D
2025-12-25 13:02:00,16.2663,77.37934,5.29,n,D
2025-12-25 13:02:00,16.26817,77.89704,4.59,n,D
2025-12-25 13:02:00,16.2688,77.9002,4.59,h,D
2025-12-25 13:02:00,16.28115,80.49812,5.71,n,D
2025-12-25 13:02:00,16.28194,80.50243,5.71,n,D
2025-12-25 13:02:00,16.28242,80.49893,7.25,n,D
2025-12-25 13:02:00,16.28795,80.68198,6.82,n,D
2025-12-25 13:02:00,16.28897,80.54111,21.38,n,D
2025-12-25 13:02:00,16.28982,80.49641,6.48,n,D
2025-12-25 13:02:00,16.29055,80.54182,20.27,n,D
2025-12-25 13:02:00,16.29109,80.49725,7.61,n,D
2025-12-25 13:02:00,16.30201,80.6618,2.56,n,D
2025-12-25 13:02:00,16.3144,80.68113,4.39,n,D
2025-12-25 13:02:00,16.31615,80.67727,4.23,n,D
2025-12-25 13:02:00,16.3242,80.6618,2.16,n,D
2025-12-25 13:02:00,16.32662,80.66217,3.02,n,D
2025-12-25 13:02:00,16.33283,80.64789,6.55,n,D
2025-12-25 13:02:00,16.33362,80.6521,6.55,n,D
2025-12-25 13:02:00,16.34097,80.62007,5.49,n,D
2025-12-25 13:02:00,16.37103,80.56583,2.93,n,D
2025-12-25 13:02:00,16.38005,80.54198,8.57,n,D
2025-12-25 13:02:00,16.39292,80.58794,5.93,n,D
2025-12-25 13:02:00,16.39395,77.68636,3.9,n,D
2025-12-25 13:02:00,16.39466,77.82895,2.34,n,D
2025-12-25 13:02:00,16.42834,73.74469,12.66,h,D
2025-12-25 13:02:00,16.43093,73.74669,13.81,h,D
2025-12-25 13:02:00,16.46406,77.89928,1.7,n,D
2025-12-25 13:02:00,16.46469,77.9024,1.7,n,D
2025-12-25 13:02:00,16.47817,80.72805,7.0,n,D
2025-12-25 13:02:00,16.48338,80.58842,2.2,n,D
2025-12-25 13:02:00,16.49755,80.4707,6.45,n,D
2025-12-25 13:02:00,16.49791,80.71556,6.14,n,D
2025-12-25 13:02:00,16.4981,80.467,6.44,n,D
2025-12-25 13:02:00,16.5003,78.25944,2.0,n,D
2025-12-25 13:02:00,16.5568,75.15129,4.47,n,D
2025-12-25 13:02:00,16.65384,77.84456,2.4,n,D
2025-12-25 13:02:00,16.76318,78.25737,4.27,n,D
2025-12-25 13:02:00,16.85996,82.14417,9.66,n,D
2025-12-25 13:02:00,17.03175,80.66594,2.58,n,D
2025-12-25 13:02:00,17.12447,81.63989,12.39,n,D
2025-12-25 13:02:00,17.19235,81.82148,3.43,n,D
2025-12-25 13:02:00,17.26651,73.8412,3.89,n,D
2025-12-25 13:02:00,17.30322,76.02885,2.92,n,D
2025-12-25 13:02:00,17.34388,80.71188,3.46,n,D
2025-12-25 13:02:00,17.37299,80.75199,3.73,n,D
2025-12-25 13:02:00,17.40517,79.16657,3.71,n,D
2025-12-25 13:02:00,17.46235,79.8945,2.9,n,D
2025-12-25 13:02:00,17.46592,73.91727,3.97,n,D
2025-12-25 13:02:00,17.48477,77.88767,1.81,n,D
2025-12-25 13:02:00,17.49587,79.95437,3.17,n,D
2025-12-25 13:02:00,17.49604,79.95306,3.38,n,D
2025-12-25 13:02:00,17.53842,78.36272,4.46,n,D
2025-12-25 13:02:00,17.55071,79.8827,4.16,n,D
2025-12-25 13:02:00,17.55156,79.8872,5.1,n,D
2025-12-25 13:02:00,17.58139,77.3435,2.1,n,D
2025-12-25 13:02:00,17.60474,83.20172,5.96,n,D
2025-12-25 13:02:00,17.60835,83.20104,2.55,n,D
2025-12-25 13:02:00,17.6091,83.20544,2.55,n,D
2025-12-25 13:02:00,17.61271,83.20475,2.55,n,D
2025-12-25 13:02:00,17.69946,74.20979,4.19,n,D
2025-12-25 13:02:00,17.70063,74.21513,4.19,n,D
2025-12-25 13:02:00,17.71604,75.56441,4.96,n,D
2025-12-25 13:02:00,17.71695,75.56866,4.96,n,D
2025-12-25 13:02:00,17.71935,82.58096,11.96,n,D
2025-12-25 13:02:00,17.72855,95.12167,3.72,n,D
2025-12-25 13:02:00,17.72963,79.60648,4.04,n,D
2025-12-25 13:02:00,17.78943,81.71796,7.62,n,D
2025-12-25 13:02:00,17.80058,83.3819,2.52,n,D
2025-12-25 13:02:00,17.81988,75.76935,5.86,n,D
2025-12-25 13:02:00,17.83155,95.18408,1.13,n,D
2025-12-25 13:02:00,17.83632,95.67307,1.69,n,D
2025-12-25 13:02:00,17.86679,95.17677,1.71,n,D
2025-12-25 13:02:00,17.87592,79.85744,1.27,n,D
2025-12-25 13:02:00,17.876,81.52314,2.83,n,D
2025-12-25 13:02:00,17.87968,79.76106,5.38,n,D
2025-12-25 13:02:00,17.8802,79.75835,4.23,n,D
2025-12-25 13:02:00,17.90412,82.8468,7.15,n,D
2025-12-25 13:02:00,17.90584,82.84384,3.86,n,D
2025-12-25 13:02:00,17.92046,79.92458,4.69,n,D
2025-12-25 13:02:00,17.92063,79.92677,4.71,n,D
2025-12-25 13:02:00,17.93375,77.34219,2.12,n,D
2025-12-25 13:02:00,17.93681,79.96252,4.91,n,D
2025-12-25 13:02:00,18.0008,79.77946,6.91,n,D
2025-12-25 13:02:00,18.00188,79.77824,5.69,n,D
2025-12-25 13:02:00,18.04522,81.52893,5.71,n,D
2025-12-25 13:02:00,18.06185,95.25393,4.5,n,D
2025-12-25 13:02:00,18.12472,95.16754,2.95,n,D
2025-12-25 13:02:00,18.16375,79.77505,2.47,n,D
2025-12-25 13:02:00,18.18307,80.15938,1.57,n,D
2025-12-25 13:02:00,18.20408,83.83926,2.11,n,D
2025-12-25 13:02:00,18.20632,95.81859,4.96,h,D
2025-12-25 13:02:00,18.21733,95.82079,1.72,n,D
2025-12-25 13:02:00,18.24555,79.70766,4.94,n,D
2025-12-25 13:02:00,18.2486,79.98633,5.04,n,D
2025-12-25 13:02:00,18.2667,80.20348,4.32,n,D
2025-12-25 13:02:00,18.27884,79.85831,2.66,n,D
2025-12-25 13:02:00,18.28032,79.58493,2.7,n,D
2025-12-25 13:02:00,18.2822,79.58667,3.38,n,D
2025-12-25 13:02:00,18.28922,79.63046,2.81,n,D
2025-12-25 13:02:00,18.31366,80.43341,3.81,n,D
2025-12-25 13:02:00,18.31711,80.42852,3.81,n,D
2025-12-25 13:02:00,18.31785,80.43256,3.81,n,D
2025-12-25 13:02:00,18.33875,79.57768,3.08,n,D
2025-12-25 13:02:00,18.33981,84.0883,1.91,n,D
2025-12-25 13:02:00,18.35612,79.85815,3.29,n,D
2025-12-25 13:02:00,18.40147,95.3558,1.97,n,D
2025-12-25 13:02:00,18.45408,79.99604,3.35,n,D
2025-12-25 13:02:00,18.46623,95.2109,3.12,n,D
2025-12-25 13:02:00,18.47903,79.40562,2.06,n,D
2025-12-25 13:02:00,18.5188,83.32087,1.83,n,D
2025-12-25 13:02:00,18.54104,79.5948,3.1,n,D
2025-12-25 13:02:00,18.54126,95.16474,4.25,n,D
2025-12-25 13:02:00,18.54382,95.16047,4.64,n,D
2025-12-25 13:02:00,18.54394,84.21461,2.23,n,D
2025-12-25 13:02:00,18.54427,79.77864,2.96,n,D
2025-12-25 13:02:00,18.5449,79.77962,2.46,n,D
2025-12-25 13:02:00,18.5531,95.58103,3.88,n,D
2025-12-25 13:02:00,18.62497,79.30013,4.13,n,D
2025-12-25 13:02:00,18.62712,83.53587,2.67,n,D
2025-12-25 13:02:00,18.64402,83.52846,2.71,n,D
2025-12-25 13:02:00,18.68962,79.26368,3.55,n,D
2025-12-25 13:02:00,18.69371,95.407,5.61,n,D
2025-12-25 13:02:00,18.72305,83.54859,2.45,n,D
2025-12-25 13:02:00,18.72392,95.59568,0.98,n,D
2025-12-25 13:02:00,18.73503,84.42188,1.01,n,D
2025-12-25 13:02:00,18.75532,83.56821,2.15,n,D
2025-12-25 13:02:00,18.81982,97.84818,2.94,n,D
2025-12-25 13:02:00,18.82717,82.49818,6.99,n,D
2025-12-25 13:02:00,18.8573,79.99506,2.65,n,D
2025-12-25 13:02:00,18.88242,95.29587,3.6,n,D
2025-12-25 13:02:00,18.8835,95.29417,2.36,n,D
2025-12-25 13:02:00,18.90707,83.82669,2.98,n,D
2025-12-25 13:02:00,18.93191,84.49352,2.35,n,D
2025-12-25 13:02:00,18.93253,84.49738,2.35,n,D
2025-12-25 13:02:00,18.94189,83.27715,1.97,n,D
2025-12-25 13:02:00,18.95968,82.48371,12.56,n,D
2025-12-25 13:02:00,18.97963,83.80536,2.04,n,D
2025-12-25 13:02:00,18.97965,82.02444,2.19,n,D
2025-12-25 13:02:00,18.98407,95.34682,2.5,n,D
2025-12-25 13:02:00,19.1085,82.62578,1.06,n,D
2025-12-25 13:02:00,19.18302,82.56147,5.49,n,D
2025-12-25 13:02:00,19.29022,83.49906,3.37,n,D
2025-12-25 13:02:00,19.31693,83.18703,2.55,n,D
2025-12-25 13:02:00,19.33038,96.37026,4.62,n,D
2025-12-25 13:02:00,19.34842,83.48012,2.44,n,D
2025-12-25 13:02:00,19.38122,84.78527,1.44,n,D
2025-12-25 13:02:00,19.41545,83.23366,3.58,n,D
2025-12-25 13:02:00,19.4934,95.25368,1.3,n,D
2025-12-25 13:02:00,19.73421,95.22044,4.32,n,D
2025-12-25 13:02:00,19.773,95.55305,1.51,n,D
2025-12-25 13:02:00,20.04195,97.14938,3.58,n,D
2025-12-25 13:02:00,20.10637,95.55181,7.02,h,D
2025-12-25 13:02:00,20.34547,94.72151,3.92,n,D
2025-12-25 13:02:00,20.3458,94.72466,3.92,n,D
2025-12-25 13:02:00,20.42214,94.68823,2.63,n,D
2025-12-25 13:02:00,20.44646,94.6251,2.72,n,D
2025-12-25 13:02:00,20.66469,94.6841,5.33,h,D
2025-12-25 13:03:00,17.57446,73.20025,10.01,n,D
2025-12-25 13:03:00,17.57871,73.20276,8.44,n,D
2025-12-25 13:03:00,17.69683,74.21533,7.26,n,D
2025-12-25 13:03:00,18.18631,73.79114,5.01,n,D
2025-12-25 13:03:00,18.18868,73.79343,7.38,n,D
2025-12-25 13:03:00,18.34591,74.86488,8.74,n,D
2025-12-25 13:03:00,18.3723,75.64568,3.87,n,D
2025-12-25 13:03:00,18.4303,73.0146,4.71,n,D
2025-12-25 13:03:00,18.43458,73.01447,5.8,n,D
2025-12-25 13:03:00,18.50332,75.39027,5.69,n,D
2025-12-25 13:03:00,18.6885,73.20094,4.64,n,D
2025-12-25 13:03:00,18.69001,74.71543,2.52,n,D
2025-12-25 13:03:00,18.72,73.1336,4.36,n,D
2025-12-25 13:03:00,18.84978,79.11489,3.21,n,D
2025-12-25 13:03:00,18.95297,79.23654,4.42,n,D
2025-12-25 13:03:00,19.00082,76.23045,2.33,n,D
2025-12-25 13:03:00,19.13378,76.84314,5.37,h,D
2025-12-25 13:03:00,19.13446,76.84645,5.37,n,D
2025-12-25 13:03:00,19.1349,76.76926,2.18,n,D
2025-12-25 13:03:00,19.13734,76.47218,2.13,n,D
2025-12-25 13:03:00,19.15336,77.29903,2.42,n,D
2025-12-25 13:03:00,19.22161,74.59413,5.04,n,D
2025-12-25 13:03:00,19.22751,74.59257,5.04,n,D
2025-12-25 13:03:00,19.22978,74.59074,3.39,n,D
2025-12-25 13:03:00,19.28089,77.491,29.16,n,D
2025-12-25 13:03:00,19.2819,77.49297,28.36,n,D
2025-12-25 13:03:00,19.28428,75.92498,4.77,n,D
2025-12-25 13:03:00,19.28442,75.92531,4.31,n,D
2025-12-25 13:03:00,19.28773,78.34269,3.28,n,D
2025-12-25 13:03:00,19.28926,76.99496,2.17,n,D
2025-12-25 13:03:00,19.29106,76.99476,2.66,n,D
2025-12-25 13:03:00,19.32515,77.13111,2.75,n,D
2025-12-25 13:03:00,19.34115,73.48269,3.95,n,D
2025-12-25 13:03:00,19.34855,76.06349,5.11,n,D
2025-12-25 13:03:00,19.37936,77.18785,5.55,n,D
2025-12-25 13:03:00,19.38,77.19099,11.58,h,D
2025-12-25 13:03:00,19.47341,78.48438,4.51,n,D
2025-12-25 13:03:00,19.47569,78.48621,3.3,n,D
2025-12-25 13:03:00,19.49635,82.77032,3.0,n,D
2025-12-25 13:03:00,19.52786,75.70029,7.97,n,D
2025-12-25 13:03:00,19.5375,77.8112,4.37,n,D
2025-12-25 13:03:00,19.57586,82.83755,3.92,n,D
2025-12-25 13:03:00,19.5937,82.53144,8.07,n,D
2025-12-25 13:03:00,19.65698,82.87232,2.02,n,D
2025-12-25 13:03:00,19.66096,82.83124,2.34,n,D
2025-12-25 13:03:00,19.67424,82.49698,9.9,n,D
2025-12-25 13:03:00,19.69938,82.77439,2.23,n,D
2025-12-25 13:03:00,19.71288,82.74471,1.87,n,D
2025-12-25 13:03:00,19.78302,82.90728,3.31,n,D
2025-12-25 13:03:00,19.81808,82.91836,3.0,n,D
2025-12-25 13:03:00,19.82069,83.01956,1.94,n,D
2025-12-25 13:03:00,19.88099,82.98608,2.05,n,D
2025-12-25 13:03:00,19.8915,84.82191,4.82,n,D
2025-12-25 13:03:00,19.94821,81.88396,2.15,n,D
2025-12-25 13:03:00,19.95099,82.3205,5.71,n,D
2025-12-25 13:03:00,20.01506,86.06858,2.97,n,D
2025-12-25 13:03:00,20.05429,86.10318,3.13,n,D
2025-12-25 13:03:00,20.22813,85.16721,2.21,n,D
2025-12-25 13:03:00,20.27811,81.94714,2.43,n,D
2025-12-25 13:03:00,20.28579,83.28483,4.61,n,D
2025-12-25 13:03:00,20.29222,81.98334,5.95,n,D
2025-12-25 13:03:00,20.31443,85.94492,2.33,n,D
2025-12-25 13:03:00,20.3163,86.06871,8.7,n,D
2025-12-25 13:03:00,20.34981,81.3137,1.49,n,D
2025-12-25 13:03:00,20.35773,81.26995,4.24,n,D
2025-12-25 13:03:00,20.36626,83.42183,1.59,n,D
2025-12-25 13:03:00,20.38878,83.35907,4.03,n,D
2025-12-25 13:03:00,20.38958,81.87761,3.34,n,D
2025-12-25 13:03:00,20.39157,83.35435,3.81,n,D
2025-12-25 13:03:00,20.39505,83.35371,3.81,n,D
2025-12-25 13:03:00,20.416,81.85264,6.78,n,D
2025-12-25 13:03:00,20.50676,81.38332,5.11,n,D
2025-12-25 13:03:00,20.50767,81.38834,5.11,n,D
2025-12-25 13:03:00,20.51793,86.32851,1.77,n,D
2025-12-25 13:03:00,20.53367,83.08144,1.58,n,D
2025-12-25 13:03:00,20.53718,83.08076,1.58,n,D
2025-12-25 13:03:00,20.54346,86.38823,2.53,n,D
2025-12-25 13:03:00,20.55346,83.37142,4.89,n,D
2025-12-25 13:03:00,20.55452,86.37122,2.13,n,D
2025-12-25 13:03:00,20.64817,86.32093,3.09,n,D
2025-12-25 13:03:00,20.66183,81.28735,3.36,n,D
2025-12-25 13:03:00,20.68225,86.74885,1.44,n,D
2025-12-25 13:03:00,20.70699,81.58648,3.62,n,D
2025-12-25 13:03:00,20.73369,81.71608,2.16,n,D
2025-12-25 13:03:00,20.7682,83.82221,3.09,n,D
2025-12-25 13:03:00,20.76941,81.22829,2.06,n,D
2025-12-25 13:03:00,20.7825,83.88832,6.4,n,D
2025-12-25 13:03:00,20.78313,83.89223,6.4,n,D
2025-12-25 13:03:00,20.78654,83.8916,6.4,n,D
2025-12-25 13:03:00,20.78752,81.24036,1.93,n,D
2025-12-25 13:03:00,20.79611,85.25259,1.97,n,D
2025-12-25 13:03:00,20.79984,83.75976,2.13,n,D
2025-12-25 13:03:00,20.80721,85.25821,3.99,n,D
2025-12-25 13:03:00,20.80915,83.87958,2.55,n,D
2025-12-25 13:03:00,20.8098,83.88348,3.44,n,D
2025-12-25 13:03:00,20.82733,83.81959,4.69,n,D
2025-12-25 13:03:00,20.82849,86.43805,3.28,n,D
2025-12-25 13:03:00,20.82853,86.9625,4.7,n,D
2025-12-25 13:03:00,20.83016,86.42638,2.77,n,D
2025-12-25 13:03:00,20.83119,81.85072,5.58,n,D
2025-12-25 13:03:00,20.83523,86.9614,3.73,n,D
2025-12-25 13:03:00,20.83709,86.961,3.13,n,D
2025-12-25 13:03:00,20.8442,81.09127,3.01,n,D
2025-12-25 13:03:00,20.84912,81.47076,3.25,n,D
2025-12-25 13:03:00,20.8578,81.27831,3.81,n,D
2025-12-25 13:03:00,20.86487,80.80687,4.18,n,D
2025-12-25 13:03:00,20.86532,81.0947,2.95,n,D
2025-12-25 13:03:00,20.86862,81.86755,15.57,n,D
2025-12-25 13:03:00,20.86944,81.87225,15.57,n,D
2025-12-25 13:03:00,20.87023,81.92052,4.82,n,D
2025-12-25 13:03:00,20.88047,86.5202,3.45,n,D
2025-12-25 13:03:00,20.88102,86.52391,3.45,n,D
2025-12-25 13:03:00,20.88191,81.03237,5.59,n,D
2025-12-25 13:03:00,20.88294,81.01606,3.8,n,D
2025-12-25 13:03:00,20.8993,86.53227,1.8,n,D
2025-12-25 13:03:00,20.90302,81.0602,6.37,n,D
2025-12-25 13:03:00,20.90404,83.86195,1.29,n,D
2025-12-25 13:03:00,20.90429,81.00094,5.99,n,D
2025-12-25 13:03:00,20.90523,81.00614,3.25,n,D
2025-12-25 13:03:00,20.90644,81.87632,2.24,n,D
2025-12-25 13:03:00,20.92725,81.03915,6.66,n,D
2025-12-25 13:03:00,20.93653,81.98112,2.88,n,D
2025-12-25 13:03:00,20.95256,86.04952,8.12,n,D
2025-12-25 13:03:00,20.96239,85.18856,7.33,n,D
2025-12-25 13:03:00,20.96299,86.00616,4.87,n,D
2025-12-25 13:03:00,20.9634,85.17317,4.2,n,D
2025-12-25 13:03:00,20.96667,80.87775,5.27,n,D
2025-12-25 13:03:00,20.96714,85.15347,2.72,n,D
2025-12-25 13:03:00,20.97061,85.1757,8.55,n,D
2025-12-25 13:03:00,20.97304,85.12578,4.33,n,D
2025-12-25 13:03:00,20.97632,80.93029,3.2,n,D
2025-12-25 13:03:00,20.99588,83.78105,1.94,n,D
2025-12-25 13:03:00,20.99901,81.07616,4.79,n,D
2025-12-25 13:03:00,20.99941,83.65419,1.65,n,D
2025-12-25 13:03:00,21.00444,80.92986,5.36,n,D
2025-12-25 13:03:00,21.0061,83.77915,1.87,n,D
2025-12-25 13:03:00,21.00886,86.58685,3.67,n,D
2025-12-25 13:03:00,21.00888,81.62665,1.76,n,D
2025-12-25 13:03:00,21.01049,80.87421,3.67,n,D
2025-12-25 13:03:00,21.01405,86.27764,2.43,n,D
2025-12-25 13:03:00,21.0259,83.77139,3.8,n,D
2025-12-25 13:03:00,21.02993,81.59245,14.23,n,D
2025-12-25 13:03:00,21.03188,81.79944,3.41,n,D
2025-12-25 13:03:00,21.03499,83.7413,1.22,n,D
2025-12-25 13:03:00,21.03946,81.58052,3.9,n,D
2025-12-25 13:03:00,21.04564,81.13547,2.97,n,D
2025-12-25 13:03:00,21.04768,86.61861,1.62,n,D
2025-12-25 13:03:00,21.05058,81.51103,3.66,n,D
2025-12-25 13:03:00,21.05178,83.9921,4.27,n,D
2025-12-25 13:03:00,21.0744,81.62127,6.71,n,D
2025-12-25 13:03:00,21.07813,81.62051,6.71,n,D
2025-12-25 13:03:00,21.07943,83.6474,2.62,n,D
2025-12-25 13:03:00,21.0819,83.64712,3.1,n,D
2025-12-25 13:03:00,21.08215,81.38279,4.71,n,D
2025-12-25 13:03:00,21.08646,81.68819,3.67,n,D
2025-12-25 13:03:00,21.09421,81.53737,3.59,n,D
2025-12-25 13:03:00,21.09782,81.15353,3.08,n,D
2025-12-25 13:03:00,21.10166,82.04485,7.93,n,D
2025-12-25 13:03:00,21.10202,82.54632,2.12,n,D
2025-12-25 13:03:00,21.10537,81.32369,5.42,n,D
2025-12-25 13:03:00,21.10739,81.32623,7.24,n,D
2025-12-25 13:03:00,21.10887,83.70325,2.22,n,D
2025-12-25 13:03:00,21.11181,82.31825,2.09,n,D
2025-12-25 13:03:00,21.11236,82.36407,3.51,n,D
2025-12-25 13:03:00,21.12334,81.52647,3.54,n,D
2025-12-25 13:03:00,21.13105,81.56995,3.75,n,D
2025-12-25 13:03:00,21.13427,81.54431,7.5,n,D
2025-12-25 13:03:00,21.13435,76.46121,2.14,n,D
2025-12-25 13:03:00,21.13638,82.07338,3.35,n,D
2025-12-25 13:03:00,21.14098,83.59919,2.07,n,D
2025-12-25 13:03:00,21.14242,82.34438,8.97,n,D
2025-12-25 13:03:00,21.14852,82.09923,2.46,n,D
2025-12-25 13:03:00,21.14884,81.86591,1.75,n,D
2025-12-25 13:03:00,21.15216,82.09849,9.15,h,D
2025-12-25 13:03:00,21.15398,81.59023,6.78,n,D
2025-12-25 13:03:00,21.15443,81.59203,9.53,n,D
2025-12-25 13:03:00,21.1558,82.09777,9.15,n,D
2025-12-25 13:03:00,21.15644,83.54292,5.54,n,D
2025-12-25 13:03:00,21.1566,82.1023,8.54,n,D
2025-12-25 13:03:00,21.15772,81.58948,6.78,n,D
2025-12-25 13:03:00,21.15817,81.59128,9.53,n,D
2025-12-25 13:03:00,21.15856,81.59428,6.78,n,D
2025-12-25 13:03:00,21.16614,82.50324,4.0,n,D
2025-12-25 13:03:00,21.17006,81.67809,4.51,n,D
2025-12-25 13:03:00,21.17022,83.50361,3.48,n,D
2025-12-25 13:03:00,21.172,82.85609,3.14,n,D
2025-12-25 13:03:00,21.17283,81.67572,9.72,n,D
2025-12-25 13:03:00,21.17377,81.67734,4.51,n,D
2025-12-25 13:03:00,21.17432,83.50697,5.35,n,D
2025-12-25 13:03:00,21.17538,83.6582,1.69,n,D
2025-12-25 13:03:00,21.1797,81.58196,4.61,n,D
2025-12-25 13:03:00,21.18074,81.87399,18.61,n,D
2025-12-25 13:03:00,21.18286,83.66086,2.34,n,D
2025-12-25 13:03:00,21.18846,82.7612,7.44,n,D
2025-12-25 13:03:00,21.19685,81.41766,3.99,n,D
2025-12-25 13:03:00,21.20051,83.87624,2.82,n,D
2025-12-25 13:03:00,21.2014,82.12159,6.21,n,D
2025-12-25 13:03:00,21.20181,83.629,4.95,n,D
2025-12-25 13:03:00,21.2091,82.79664,3.64,n,D
2025-12-25 13:03:00,21.20921,83.82227,2.0,n,D
2025-12-25 13:03:00,21.21032,81.97811,3.14,n,D
2025-12-25 13:03:00,21.21064,82.38783,4.98,n,D
